Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Book_Average_Rating;Book_Ratings_Count;Genre;Gross_Sales;Publisher_Revenue_Verlagumsatz;Sale_Price;Sale_Rank;Publisher;Units_Sold;Verfilmt?;;
2004;The Dark Tower;Stephen King;en-US;Excellent;46478;93296;genre fiction;770.07;0.0;36.220,00;463;Amazon Digital Services,  Inc.;5211;Ja (Film 2017 � Mischung aus mehreren B�nden);Stephen King;
2009;Twilight Director's Notebook;Catherine Hardwicke;en-US;Excellent;45692;88847;genre fiction;1726.08;1.035.648;36.373,00;465;HarperCollins Publishers;5184;Nein;Catherine Hardwicke;
2001;Shopaholic Abroad;Sophie Kinsella;en-US;Intermediate;27454;93498;genre fiction;1468.79;881.274;25.385,00;468;Penguin Group (USA) LLC;5157;Nein;Sophie Kinsella;
1984;Surely You're Joking, Mr. Feynman! Adventures of a Curious Character;Richard Feynman;en-US;Excellent;47209;91625;genre fiction;948.1;0.0;36.251,00;470;Amazon Digital Services,  Inc.;5130;Nein;Richard Feynman;
2010;Linger;Maggie Stiefvater;en-US;Intermediate;33298;125363;genre fiction;376.11;0.0;36.161,00;471;Amazon Digital Services,  Inc.;5103;Nein;Maggie Stiefvater;
1908;The Complete Anne of Green Gables Boxed Set;L.M. Montgomery;;Famous;15432;92142;genre fiction;1510.11;906.066;36.342,00;472;Random House LLC;5103;Ja (Miniserien + Filme);L.M. Montgomery;
1916;A Portrait of the Artist as a Young Man;James Joyce, Seamus Deane;eng;Intermediate;45811;92569;fiction;565.11;339.066;36.192,00;472;Random House LLC;5103;Nein;James Joyce, Seamus Deane;
2009;The Gathering Storm;Robert Jordan, Brandon Sanderson;eng;Excellent;12510;94095;genre fiction;750.12;0.0;36.220,00;473;Amazon Digital Services,  Inc.;5076;Nein;Robert Jordan, Brandon Sanderson;
1871;Middlemarch;George Eliot, Michel Faber;eng;Intermediate;34029;95995;nonfiction;186.12;0.0;0.99;474;Amazon Digital Services,  Inc.;5076;Nein;George Eliot, Michel Faber;
2012;Point of Retreat;Colleen Hoover;eng;Excellent;45720;109344;genre fiction;185.13;0.0;0.99;475;Amazon Digital Services,  Inc.;5049;Nein;Colleen Hoover;
1997;The Partner;John Grisham;;Intermediate;32568;86870;genre fiction;746.13;0.0;36.220,00;476;Amazon Digital Services,  Inc.;5049;Nein;John Grisham;
1973;The Hobbit and The Lord of the Rings;J.R.R. Tolkien;eng;Famous;21641;90907;genre fiction;184.14;110.484;0.99;477;Amazon Digital Services,  Inc.;5022;Ja (Filmtrilogien);J.R.R. Tolkien;
2009;Thoughtless;S.C. Stephens;eng;Excellent;45995;90483;genre fiction;1114.14;668.484;36.281,00;478;Penguin Group (USA) LLC;5022;Nein;S.C. Stephens;
1986;Presumed Innocent;Scott Turow;;Excellent;45661;91774;genre fiction;553.15;331.89;36.192,00;479;Amazon Digital Services,  Inc.;4995;Ja (Film 1990);Scott Turow;
1989;The Dark Half;Stephen King;eng;Intermediate;27089;94624;genre fiction;550.16;330.096;36.192,00;482;Macmillan;4968;Ja (Film 1993);Stephen King;
2006;Cleopatra: A Life;Stacy Schiff;eng;Intermediate;22706;73994;genre fiction;181.17;0.0;0.99;483;Amazon Digital Services,  Inc.;4941;Nein;Stacy Schiff;
2005;The World Is Flat: A Brief History of the Twenty-first Century;Thomas L. Friedman;en-US;Intermediate;24167;78271;genre fiction;544.18;326.508;36.192,00;485;Hachette Book Group;4914;Nein;Thomas L. Friedman;
2013;Steelheart;Brandon Sanderson;eng;Excellent;42461;76261;genre fiction;1243.06;745.836;30.468,00;486;Penguin Group (USA) LLC;4914;Nein;Brandon Sanderson;
1995;;Marcus Pfister, J. Alison James;en-US;Excellent;42095;95421;genre fiction;903.19;0.0;36.251,00;488;Amazon Digital Services,  Inc.;4887;Nein;Marcus Pfister, J. Alison James;
1864;Voyage au centre de la Terre;Jules Verne;eng;Intermediate;30742;89410;nonfiction;1726.2;1035.72;21.794,00;489;Macmillan;4860;Ja (mehrere Filme);Jules Verne;
2009;The Happiness Project;Gretchen Rubin;eng;Intermediate;20880;94456;genre fiction;177.21;106.326;0.99;491;Amazon Digital Services,  Inc.;4833;Nein;Gretchen Rubin;
1962;The Man in the High Castle;Philip K. Dick;eng;Intermediate;24167;84180;genre fiction;2280.46;1.368.276;27.364,00;492;Hachette Book Group;4833;Ja (TV-Serie 2015�2019);Philip K. Dick;
1974;Helter Skelter: The True Story of The Manson Murders;Vincent Bugliosi, Curt Gentry;en-GB;Intermediate;4.0;92158;genre fiction;176.22;0.0;0.99;493;Amazon Digital Services,  Inc.;4806;Ja (Dokumentation 1976 + TV-Adaptionen);Vincent Bugliosi, Curt Gentry;
#WERT!;;Robert Kapilow, Dr. Seuss;;Famous;16163;90574;nonfiction;532.22;319.332;36.192,00;493;Hachette Book Group;4806;Nein;Robert Kapilow, Dr. Seuss;
1320;Inferno;Dante Alighieri, Anthony M. Esolen;;Intermediate;36220;87511;fiction;354.22;212.532;36.161,00;493;Hachette Book Group;4806;Nein;Dante Alighieri, Anthony M. Esolen;
2012;Shadow of Night;Deborah Harkness;eng;Excellent;45751;97925;genre fiction;1242.44;745.464;35.947,00;494;Amazon Digital Services,  Inc.;4806;Nein;Deborah Harkness;
2014;Leaving Time;Jodi Picoult;eng;Intermediate;34394;76553;fiction;175.23;105.138;0.99;495;Amazon Digital Services,  Inc.;4779;Nein;Jodi Picoult;
2006;Moon Called;Patricia Briggs;eng;Excellent;43191;129150;genre fiction;350.24;0.0;36.161,00;497;Amazon Digital Services,  Inc.;4752;Nein;Patricia Briggs;
2006;Blue Bloods;Melissa de la Cruz;en-US;Intermediate;24898;116687;genre fiction;702.24;421.344;36.220,00;497;Amazon Digital Services,  Inc.;4752;Nein;Melissa de la Cruz;
1994;The Alienist;Caleb Carr;eng;Excellent;45781;96981;genre fiction;1230.24;738.144;36.312,00;498;HarperCollins Publishers;4752;Ja (TV-Serie 2018� );Caleb Carr;
2015;Between the World and Me;Ta-Nehisi Coates;eng;Famous;45751;74218;genre fiction;523.25;0.0;36.192,00;499;Amazon Digital Services,  Inc.;4725;Nein;Ta-Nehisi Coates;
1667;Paradise Lost;John Milton, John      Leonard;eng;Intermediate;45872;96316;genre fiction;868.26;0.0;36.251,00;502;Amazon Digital Services,  Inc.;4698;Nein;John Milton, John      Leonard;
2009;The Big Short: Inside the Doomsday Machine;Michael   Lewis;en-US;Excellent;46113;37090;fiction;1216.26;729.756;36.312,00;502;Simon and Schuster Digital Sales Inc;4698;Ja (Film 2015);Michael   Lewis;
1999;The Girl Who Loved Tom Gordon;Stephen King;;Intermediate;20515;95768;nonfiction;1346.76;808.056;27.211,00;503;Amazon Digital Services,  Inc.;4698;Nein;Stephen King;
2011; A Monster Calls ;Patrick Ness, Jim Kay, Siobhan Dowd;eng;Excellent;13241;104579;genre fiction;1842.45;1105.47;24.016,00;505;Random House LLC;4671;Ja (Film 2016);Patrick Ness, Jim Kay, Siobhan Dowd;
2010;Towers of Midnight;Robert Jordan, Brandon Sanderson;en-US;Famous;15432;91383;fiction;344.27;206.562;36.161,00;505;Amazon Digital Services,  Inc.;4671;Nein;Robert Jordan, Brandon Sanderson;
1971;The Day of the Jackal;Frederick Forsyth;eng;Excellent;45748;85883;genre fiction;171.27;0.0;0.99;508;Amazon Digital Services,  Inc.;4671;Ja (Film 1973 & Remake 1997);Frederick Forsyth;
2010;Rework;Jason Fried, David Heinemeier Hansson;eng;Intermediate;34029;88626;genre fiction;517.27;310.362;36.192,00;509;Simon and Schuster Digital Sales Inc;4671;Nein;Jason Fried, David Heinemeier Hansson;
2011;Attachments;Rainbow Rowell;eng;Intermediate;34759;105414;genre fiction;170.28;102.168;0.99;511;Amazon Digital Services,  Inc.;4644;Nein;Rainbow Rowell;
2005;The Twilight Saga;Stephenie Meyer, Ilyana Kadushin, Matt Walters;;Intermediate;32203;89204;genre fiction;1632.28;979.368;18.142,00;513;Penguin Group (USA) LLC;4644;Ja (Filmreihe 2008�2012);Stephenie Meyer, Ilyana Kadushin, Matt Walters;
2012;Tell the Wolves I'm Home;Carol Rifka Brunt;eng;Excellent;45751;85582;genre fiction;340.29;0.0;36.161,00;514;Amazon Digital Services,  Inc.;4617;Nein;Carol Rifka Brunt;
1972;All Creatures Great And Small;James Herriot;eng;Excellent;11414;64779;genre fiction;1024.29;0.0;36.281,00;514;Amazon Digital Services,  Inc.;4617;Ja (TV-Serien begonnen 1978, Neuauflage 2020);James Herriot;
2011;The Unbecoming of Mara Dyer;Michelle Hodkin;eng;Excellent;45904;83847;fiction;1879.29;1.127.574;36.434,00;516;Macmillan;4617;Nein;Michelle Hodkin;
1997;Three to Get Deadly;Janet Evanovich;en-US;Excellent;41730;113400;genre fiction;1109.79;665.874;18.050,00;517;Hachette Book Group;4617;Nein;Janet Evanovich;
1905;The Scarlet Pimpernel;Emmuska Orczy;eng;Excellent;45812;93217;fiction;648.09;388.854;28.915,00;517;Hachette Book Group;4617;Ja (Film & Serien);Emmuska Orczy;
1971;The Monster at the End of This Book;Jon Stone, Michael J. Smollin;eng;Famous;16528;102184;genre fiction;340.29;0.0;36.161,00;518;Amazon Digital Services,  Inc.;4617;Nein;Jon Stone, Michael J. Smollin;
1972;Tales of a Fourth Grade Nothing;Judy Blume;eng;Excellent;45904;106435;genre fiction;508.3;304.98;36.192,00;519;Penguin Group (USA) LLC;4590;Nein;Judy Blume;
2012;Shadow and Bone;Leigh Bardugo;eng;Excellent;45781;135225;fiction;678.3;0.0;36.220,00;519;Amazon Digital Services,  Inc.;4590;Ja (TV-Serie 2021);Leigh Bardugo;
2009;Het diner;Herman Koch, Sam Garrett;eng;Novice;44621;74979;genre fiction;848.3;0.0;36.251,00;520;Amazon Digital Services,  Inc.;4590;Nein;Herman Koch, Sam Garrett;
2013;Champion;Marie Lu;eng;Excellent;13606;114623;nonfiction;1688.31;1.012.986;36.404,00;523;Simon and Schuster Digital Sales Inc;4563;Nein;Marie Lu;
1985;Contact;Carl Sagan;eng;Excellent;45965;90917;genre fiction;1350.31;810.186;36.342,00;524;Random House LLC;4563;Ja (Film 1997);Carl Sagan;
2011;Lola and the Boy Next Door;Stephanie Perkins;en-US;Intermediate;4.0;108370;genre fiction;674.31;404.586;36.220,00;524;Amazon Digital Services,  Inc.;4563;Nein;Stephanie Perkins;
1999;White Teeth;Zadie Smith;en-US;Intermediate;27454;82474;fiction;167.31;100.386;0.99;524;Amazon Digital Services,  Inc.;4563;Nein;Zadie Smith;
2012;American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History;Chris Kyle, Scott McEwen, Jim DeFelice;eng;Intermediate;35490;61422;genre fiction;2153.06;1.291.836;27.364,00;525;Macmillan;4563;Ja (Film 2014);Chris Kyle, Scott McEwen, Jim DeFelice;
2004;My Horizontal Life: A Collection of One-Night Stands;Chelsea Handler;en-GB;Intermediate;28915;83607;nonfiction;1294.54;776.724;24.289,00;526;Simon and Schuster Digital Sales Inc;4563;Nein;Chelsea Handler;
2011;The Power of Six;Pittacus Lore;eng;Excellent;42826;97938;fiction;1843.79;1.106.274;33.512,00;526;Macmillan;4563;Nein;Pittacus Lore;
2013;The Interestings;Meg Wolitzer;eng;Intermediate;19784;76566;genre fiction;1342.32;805.392;36.342,00;528;HarperCollins Publishers;4536;Nein;Meg Wolitzer;
1988;The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury;Bill Watterson;en-US;Famous;23833;93001;genre fiction;166.32;0.0;0.99;530;Amazon Digital Services,  Inc.;4536;Nein;Bill Watterson;
2008;People of the Book;Geraldine Brooks;eng;Intermediate;4.0;95796;genre fiction;1291.92;775.152;25.385,00;531;Penguin Group (USA) LLC;4536;Nein;Geraldine Brooks;
2012;The Secret Keeper;Kate Morton;;Excellent;41365;89460;genre fiction;332.33;199.398;36.161,00;532;HarperCollins Publishers;4509;Nein;Kate Morton;
1953;Better Homes & Gardens New Cook Book;Better Homes and Gardens;;Excellent;41730;93640;nonfiction;165.33;0.0;0.99;534;Amazon Digital Services,  Inc.;4509;Nein;Better Homes and Gardens;
1984;So Long, and Thanks for All the Fish;Douglas Adams;eng;Excellent;45873;93774;genre fiction;1985.63;1.191.378;32.813,00;535;HarperCollins Publishers;4509;Ja (Teil der �Hitchhiker�s Guide� Filme);Douglas Adams;
1927;Der Steppenwolf: ErzÃ¤hlung;Hermann Hesse, Basil Creighton;eng;Excellent;45965;80769;fiction;833.33;499.998;36.251,00;535;Amazon Digital Services,  Inc.;4509;Nein;Hermann Hesse, Basil Creighton;
2001;The Surgeon;Tess Gerritsen;en-GB;Excellent;45661;89468;nonfiction;1835.33;1.101.198;36.434,00;536;Random House LLC;4509;Ja (TV-Serie in Entwicklung);Tess Gerritsen;
2012;The Girl You Left Behind;Jojo Moyes;eng;Intermediate;34759;80991;genre fiction;1152.04;691.224;34.486,00;537;Random House LLC;4482;Nein;Jojo Moyes;
1996;Royal Assassin;Robin Hobb;eng;Excellent;44287;82608;fiction;164.34;0.0;0.99;538;Amazon Digital Services,  Inc.;4482;Nein;Robin Hobb;
1953;Childhood's End;Arthur C. Clarke;en-US;Excellent;45904;87141;genre fiction;1226.74;0.0;14.427,00;539;Amazon Digital Services,  Inc.;4482;Ja (TV-Miniserie 2015);Arthur C. Clarke;
2004; The Tale of Despereaux;Kate DiCamillo, Timothy Basil Ering;en-US;Intermediate;4.0;113066;genre fiction;1153.35;692.01;36.312,00;541;Penguin Group (USA) LLC;4455;Ja (Animationsfilm 2008);Kate DiCamillo, Timothy Basil Ering;
2007;Animal, Vegetable, Miracle: A Year of Food Life;Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser;en-US;Excellent;45720;83881;genre fiction;823.35;494.01;36.251,00;542;Amazon Digital Services,  Inc.;4455;Nein;Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser;
2014;Heir of Fire;Sarah J. Maas;eng;Famous;19450;123843;genre fiction;163.35;98.01;0.99;543;Hachette Book Group;4455;Nein;Sarah J. Maas;
1994;;Robert Jordan;eng;Excellent;45661;91046;fiction;823.35;494.01;36.251,00;544;Hachette Book Group;4455;;Robert Jordan;
2009;The Sweetness at the Bottom of the Pie;Alan Bradley;eng;Intermediate;29646;99841;genre fiction;1757.25;1054.35;24.016,00;545;Penguin Group (USA) LLC;4455;Nein;Alan Bradley;
2003;Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality;Donald Miller;en-US;Intermediate;33664;82090;genre fiction;162.36;0.0;0.99;546;Amazon Digital Services,  Inc.;4428;Nein;Donald Miller;
2005;A Breath of Snow and Ashes;Diana Gabaldon;eng;Famous;15797;87098;nonfiction;1746.6;1047.96;24.016,00;547;Penguin Group (USA) LLC;4428;Nein;Diana Gabaldon;
2014;The Blood of Olympus;Rick Riordan;eng;Famous;15067;110719;genre fiction;162.36;97.416;0.99;549;Amazon Digital Services,  Inc.;4428;Nein;Rick Riordan;
2016;Truly Madly Guilty;Liane Moriarty;eng;Intermediate;20149;90477;genre fiction;162.36;0.0;0.99;549;Amazon Digital Services,  Inc.;4428;Nein;Liane Moriarty;
2012;Saga, Volume One;Brian K. Vaughan, Fiona Staples;eng;Excellent;45748;131906;genre fiction;162.36;97.416;0.99;550;Amazon Digital Services,  Inc.;4428;Nein;Brian K. Vaughan, Fiona Staples;
2011;The Art of Fielding;Chad Harbach;eng;Intermediate;36220;81712;genre fiction;324.37;194.622;36.161,00;551;Amazon Digital Services,  Inc.;4401;Nein;Chad Harbach;
1964;A Moveable Feast;Ernest Hemingway;eng;Excellent;45751;69992;genre fiction;813.37;488.022;36.251,00;551;Penguin Group (USA) LLC;4401;Ja (TV-Film 1985, 2010);Ernest Hemingway;
2006;Fablehaven;Brandon Mull;eng;Excellent;45873;99390;genre fiction;1470.26;882.156;45.697,00;553;Random House LLC;4401;Nein (Serie in Entwicklung);Brandon Mull;
2000;The Wide Window;Lemony Snicket, Brett Helquist;eng;Intermediate;33298;118624;genre fiction;161.37;96.822;0.99;554;Amazon Digital Services,  Inc.;4401;Nein (Teil der Netflix-Serie �A Series of Unfortunate Events�);Lemony Snicket, Brett Helquist;
2001;Grave Peril;Jim Butcher;eng;Excellent;43191;97736;nonfiction;322.38;193.428;36.161,00;557;Amazon Digital Services,  Inc.;4374;Nein (Teil der �Dresden Files�);Jim Butcher;
2007;Einstein. His Life and Universe;Walter Isaacson;eng;Excellent;45873;71156;nonfiction;322.38;193.428;36.161,00;557;Amazon Digital Services,  Inc.;4374;Nein;Walter Isaacson;
2011;Effortless;S.C. Stephens;eng;Excellent;13606;83085;genre fiction;160.38;96.228;0.99;558;Amazon Digital Services,  Inc.;4374;Nein;S.C. Stephens;
1998;The Street Lawyer;John Grisham;eng;Intermediate;29646;80577;genre fiction;320.39;192.234;36.161,00;561;Random House LLC;4347;Nein;John Grisham;
1976;Roll of Thunder, Hear My Cry;Mildred D. Taylor;eng;Intermediate;28915;92980;nonfiction;642.39;385.434;36.220,00;561;Hachette Book Group;4347;Ja (TV-Film 1978 & 1997);Mildred D. Taylor;
2009;Pride and Prejudice and Zombies;Seth Grahame-Smith, Jane Austen;eng;Novice;46813;103995;genre fiction;615.02;369.012;30.011,00;562;Amazon Digital Services,  Inc.;4347;Ja (Film 2016);Seth Grahame-Smith, Jane Austen;
2013;Lets Explore Diabetes with Owls;David Sedaris;eng;Intermediate;45872;81616;genre fiction;478.4;287.04;36.192,00;565;Macmillan;4320;Nein;David Sedaris;
1868;Ð˜Ð´Ð¸Ð¾Ñ‚;Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky;eng;Excellent;43191;74642;fiction;1438.4;863.04;36.373,00;565;Penguin Group (USA) LLC;4320;Ja (verschiedene Verfilmungen/Russland);Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky;
1987;Dirk Gently's Holistic Detective Agency;Douglas Adams;en-US;Intermediate;35490;89569;nonfiction;478.4;0.0;36.192,00;566;Amazon Digital Services,  Inc.;4320;Ja (BBC-Serie 2010�2012, Hulu-Serie 2016);Douglas Adams;
2008;Rodrick Rules;Jeff Kinney;en-US;Excellent;45661;91831;genre fiction;478.4;0.0;36.192,00;567;Amazon Digital Services,  Inc.;4320;Nein;Jeff Kinney;
2015;Why Not Me?;Mindy Kaling;eng;Intermediate;32568;74199;genre fiction;1598.4;959.04;36.404,00;568;Random House LLC;4320;Nein;Mindy Kaling;
2014;Four: A Divergent Collection;Veronica Roth;eng;Excellent;45661;97058;fiction;475.41;0.0;36.192,00;570;Amazon Digital Services,  Inc.;4293;Nein;Veronica Roth;
2015;Modern Romance;Aziz Ansari, Eric Klinenberg;eng;Intermediate;31107;94231;genre fiction;157.41;0.0;0.99;571;Amazon Digital Services,  Inc.;4293;Nein;Aziz Ansari, Eric Klinenberg;
2012;The One and Only Ivan;Katherine Applegate, Patricia Castelao;eng;Excellent;45383;85136;genre fiction;475.41;0.0;36.192,00;572;Amazon Digital Services,  Inc.;4293;Ja (Film 2020, Disney+);Katherine Applegate, Patricia Castelao;
1997;The Perfect Storm: A True Story of Men Against the Sea;Sebastian Junger;en-US;Excellent;45842;45382;genre fiction;634.41;380.646;36.220,00;572;Hachette Book Group;4293;Ja (Film 2000);Sebastian Junger;
2005;Elantris;Brandon Sanderson;eng;Excellent;42826;95950;genre fiction;314.42;188.652;36.161,00;574;Simon and Schuster Digital Sales Inc;4266;Nein;Brandon Sanderson;
2008;The Knife of Never Letting Go;Patrick Ness;eng;Intermediate;35125;99638;genre fiction;1136.02;681.612;43.647,00;575;Amazon Digital Services,  Inc.;4266;In Entwicklung (TV-Serie);Patrick Ness;
1998;One Thousand White Women: The Journals of May Dodd;Jim Fergus;eng;Intermediate;32203;84367;genre fiction;472.42;283.452;36.192,00;576;Amazon Digital Services,  Inc.;4266;Nein;Jim Fergus;
2009;Handle with Care;Jodi Picoult;eng;Intermediate;35125;90138;fiction;1420.42;852.252;36.373,00;577;HarperCollins Publishers;4266;Nein;Jodi Picoult;
2004;Song of Susannah;Stephen King, Darrel Anderson;eng;Intermediate;35855;84957;genre fiction;469.43;0.0;36.192,00;578;Amazon Digital Services,  Inc.;4239;Nein;Stephen King, Darrel Anderson;
2012;Reached;Ally Condie;;Intermediate;20515;109290;genre fiction;155.43;0.0;0.99;580;Amazon Digital Services,  Inc.;4239;Nein;Ally Condie;
1981;Midnight's Children;Salman Rushdie;eng;Intermediate;36220;75502;nonfiction;1474.23;884.538;14.489,00;581;Amazon Digital Services,  Inc.;4239;Ja (Film 2012);Salman Rushdie;
2004;The Zombie Survival Guide: Complete Protection from the Living Dead;Max Brooks;eng;Intermediate;31472;82535;genre fiction;154.44;0.0;0.99;585;Amazon Digital Services,  Inc.;4212;Nein;Max Brooks;
1999;The Testament;John Grisham;;Intermediate;30376;80377;nonfiction;778.44;467.064;36.251,00;585;Random House LLC;4212;Nein;John Grisham;
1930;Murder at the Vicarage;Agatha Christie;eng;Excellent;45720;93963;nonfiction;669.24;401.544;47.209,00;586;HarperCollins Publishing;4212;Ja (TV-Adaptionen, u.?a. Agatha Christie�s Marple);Agatha Christie;
1998;Among the Hidden ;Margaret Peterson Haddix;eng;Intermediate;35490;94478;genre fiction;2106.45;1263.87;13.59;589;HarperCollins Publishers;4185;Nein;Margaret Peterson Haddix;
2007;In Defense of Food: An Eater's Manifesto;Michael Pollan;en-US;Excellent;45842;80434;genre fiction;618.45;0.0;36.220,00;589;Amazon Digital Services,  Inc.;4185;Nein;Michael Pollan;
1958;The Witch of Blackbird Pond;Elizabeth George Speare;en-US;Intermediate;35490;105770;nonfiction;1230.46;738.276;36.342,00;591;Penguin Group (USA) LLC;4158;Nein;Elizabeth George Speare;
2015;The Heir;Kiera Cass;eng;Intermediate;31107;111044;genre fiction;614.46;0.0;36.220,00;592;Amazon Digital Services,  Inc.;4158;Nein;Kiera Cass;
2002;Shopaholic Ties the Knot;Sophie Kinsella;eng;Intermediate;28185;88139;genre fiction;460.46;0.0;36.192,00;594;Amazon Digital Services,  Inc.;4158;Nein;Sophie Kinsella;
