Publishing_Year;Book_Name;Author;Language_Code;Author_Rating;Book_Average_Rating;Book_Ratings_Count;Genre;Gross_Sales;Publisher_Revenue_Verlagumsatz;Sale_Price;Sale_Rank;Publisher;Units_Sold;Buchtitel;Verfilmt?;;
2004; The Tale of Despereaux;Kate DiCamillo, Timothy Basil Ering;en-US;Intermediate;4.0;113066;genre fiction;1153.35;692.01;36.312,00  ;541;Penguin Group (USA) LLC;4455;The Tale of Despereaux;Ja (Animationsfilm 2008);Kate DiCamillo, Timothy Basil Ering;
2007;Animal, Vegetable, Miracle: A Year of Food Life;Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser;en-US;Excellent;45720;83881;genre fiction;823.35;494.01;36.251,00  ;542;Amazon Digital Services,  Inc.;4455;Animal, Vegetable, Miracle;Nein;Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser;
2014;Heir of Fire;Sarah J. Maas;eng;Famous;19450;123843;genre fiction;163.35;98.01;0.99;543;Hachette Book Group;4455;Heir of Fire;Nein;Sarah J. Maas;
1994;;Robert Jordan;eng;Excellent;45661;91046;fiction;823.35;494.01;36.251,00  ;544;Hachette Book Group;4455;;;Robert Jordan;
2009;The Sweetness at the Bottom of the Pie;Alan Bradley;eng;Intermediate;29646;99841;genre fiction;1757.25;1054.35;24.016,00  ;545;Penguin Group (USA) LLC;4455;The Sweetness at the Bottom of the Pie;Nein;Alan Bradley;
2003;Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality;Donald Miller;en-US;Intermediate;33664;82090;genre fiction;162.36;0.0;0.99;546;Amazon Digital Services,  Inc.;4428;Blue Like Jazz;Nein;Donald Miller;
2005;A Breath of Snow and Ashes;Diana Gabaldon;eng;Famous;15797;87098;nonfiction;1746.6;1047.96;24.016,00  ;547;Penguin Group (USA) LLC;4428;A Breath of Snow and Ashes;Nein;Diana Gabaldon;
2014;The Blood of Olympus;Rick Riordan;eng;Famous;15067;110719;genre fiction;162.36;97.416;0.99;549;Amazon Digital Services,  Inc.;4428;The Blood of Olympus;Nein;Rick Riordan;
2016;Truly Madly Guilty;Liane Moriarty;eng;Intermediate;20149;90477;genre fiction;162.36;0.0;0.99;549;Amazon Digital Services,  Inc.;4428;Truly Madly Guilty;Nein;Liane Moriarty;
2012;Saga, Volume One;Brian K. Vaughan, Fiona Staples;eng;Excellent;45748;131906;genre fiction;162.36;97.416;0.99;550;Amazon Digital Services,  Inc.;4428;Saga, Volume One;Nein;Brian K. Vaughan, Fiona Staples;
2011;The Art of Fielding;Chad Harbach;eng;Intermediate;36220;81712;genre fiction;324.37;194.622;36.161,00  ;551;Amazon Digital Services,  Inc.;4401;The Art of Fielding (Chad Harbach);Nein;Chad Harbach;
1964;A Moveable Feast;Ernest Hemingway;eng;Excellent;45751;69992;genre fiction;813.37;488.022;36.251,00  ;551;Penguin Group (USA) LLC;4401;A Moveable Feast (Ernest Hemingway);Ja (TV-Film 1985, 2010);Ernest Hemingway;
2006;Fablehaven;Brandon Mull;eng;Excellent;45873;99390;genre fiction;1470.26;882.156;45.697,00  ;553;Random House LLC;4401;Fablehaven (Brandon Mull);Nein (Serie in Entwicklung);Brandon Mull;
2000;The Wide Window;Lemony Snicket, Brett Helquist;eng;Intermediate;33298;118624;genre fiction;161.37;96.822;0.99;554;Amazon Digital Services,  Inc.;4401;The Wide Window (Lemony Snicket);Nein (Teil der Netflix-Serie �A Series of Unfortunate Events�);Lemony Snicket, Brett Helquist;
2001;Grave Peril;Jim Butcher;eng;Excellent;43191;97736;nonfiction;322.38;193.428;36.161,00  ;557;Amazon Digital Services,  Inc.;4374;Grave Peril (Jim Butcher);Nein (Teil der �Dresden Files�);Jim Butcher;
2007;Einstein. His Life and Universe;Walter Isaacson;eng;Excellent;45873;71156;nonfiction;322.38;193.428;36.161,00  ;557;Amazon Digital Services,  Inc.;4374;Einstein: His Life and Universe (Isaacson);Nein;Walter Isaacson;
2011;Effortless;S.C. Stephens;eng;Excellent;13606;83085;genre fiction;160.38;96.228;0.99;558;Amazon Digital Services,  Inc.;4374;Effortless (S.C. Stephens);Nein;S.C. Stephens;
1998;The Street Lawyer;John Grisham;eng;Intermediate;29646;80577;genre fiction;320.39;192.234;36.161,00  ;561;Random House LLC;4347;The Street Lawyer (John Grisham);Nein;John Grisham;
1976;Roll of Thunder, Hear My Cry;Mildred D. Taylor;eng;Intermediate;28915;92980;nonfiction;642.39;385.434;36.220,00  ;561;Hachette Book Group;4347;Roll of Thunder, Hear My Cry (Taylor);Ja (TV-Film 1978 & 1997);Mildred D. Taylor;
2009;Pride and Prejudice and Zombies;Seth Grahame-Smith, Jane Austen;eng;Novice;46813;103995;genre fiction;615.02;369.012;30.011,00  ;562;Amazon Digital Services,  Inc.;4347;Pride and Prejudice and Zombies;Ja (Film 2016);Seth Grahame-Smith, Jane Austen;
2013;Lets Explore Diabetes with Owls;David Sedaris;eng;Intermediate;45872;81616;genre fiction;478.4;287.04;36.192,00  ;565;Macmillan;4320;Lets Explore Diabetes with Owls;Nein;David Sedaris;
1868;Ð˜Ð´Ð¸Ð¾Ñ‚;Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky;eng;Excellent;43191;74642;fiction;1438.4;863.04;36.373,00  ;565;Penguin Group (USA) LLC;4320;????? (Der Idiot) (Dostojewski);Ja (verschiedene Verfilmungen/Russland);Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky;
1987;Dirk Gently's Holistic Detective Agency;Douglas Adams;en-US;Intermediate;35490;89569;nonfiction;478.4;0.0;36.192,00  ;566;Amazon Digital Services,  Inc.;4320;Dirk Gently's Holistic Detective Agency;Ja (BBC-Serie 2010�2012, Hulu-Serie 2016);Douglas Adams;
2008;Rodrick Rules;Jeff Kinney;en-US;Excellent;45661;91831;genre fiction;478.4;0.0;36.192,00  ;567;Amazon Digital Services,  Inc.;4320;Rodrick Rules (Kinney);Nein;Jeff Kinney;
2015;Why Not Me?;Mindy Kaling;eng;Intermediate;32568;74199;genre fiction;1598.4;959.04;36.404,00  ;568;Random House LLC;4320;Why Not Me? (Mindy Kaling);Nein;Mindy Kaling;
2014;Four: A Divergent Collection;Veronica Roth;eng;Excellent;45661;97058;fiction;475.41;0.0;36.192,00  ;570;Amazon Digital Services,  Inc.;4293;Four: A Divergent Collection;Nein;Veronica Roth;
2015;Modern Romance;Aziz Ansari, Eric Klinenberg;eng;Intermediate;31107;94231;genre fiction;157.41;0.0;0.99;571;Amazon Digital Services,  Inc.;4293;Modern Romance (Ansari/Klinenberg);Nein;Aziz Ansari, Eric Klinenberg;
2012;The One and Only Ivan;Katherine Applegate, Patricia Castelao;eng;Excellent;45383;85136;genre fiction;475.41;0.0;36.192,00  ;572;Amazon Digital Services,  Inc.;4293;The One and Only Ivan;Ja (Film 2020, Disney+);Katherine Applegate, Patricia Castelao;
1997;The Perfect Storm: A True Story of Men Against the Sea;Sebastian Junger;en-US;Excellent;45842;45382;genre fiction;634.41;380.646;36.220,00  ;572;Hachette Book Group;4293;The Perfect Storm (Junger);Ja (Film 2000);Sebastian Junger;
2005;Elantris;Brandon Sanderson;eng;Excellent;42826;95950;genre fiction;314.42;188.652;36.161,00  ;574;Simon and Schuster Digital Sales Inc;4266;Elantris (Sanderson);Nein;Brandon Sanderson;
2008;The Knife of Never Letting Go;Patrick Ness;eng;Intermediate;35125;99638;genre fiction;1136.02;681.612;43.647,00  ;575;Amazon Digital Services,  Inc.;4266;The Knife of Never Letting Go (Ness);In Entwicklung (TV-Serie);Patrick Ness;
1998;One Thousand White Women: The Journals of May Dodd;Jim Fergus;eng;Intermediate;32203;84367;genre fiction;472.42;283.452;36.192,00  ;576;Amazon Digital Services,  Inc.;4266;One Thousand White Women (Fergus);Nein;Jim Fergus;
2009;Handle with Care;Jodi Picoult;eng;Intermediate;35125;90138;fiction;1420.42;852.252;36.373,00  ;577;HarperCollins Publishers;4266;Handle with Care (Picoult);Nein;Jodi Picoult;
2004;Song of Susannah;Stephen King, Darrel Anderson;eng;Intermediate;35855;84957;genre fiction;469.43;0.0;36.192,00  ;578;Amazon Digital Services,  Inc.;4239;Song of Susannah (King/Sanders);Nein;Stephen King, Darrel Anderson;
2012;Reached;Ally Condie;;Intermediate;20515;109290;genre fiction;155.43;0.0;0.99;580;Amazon Digital Services,  Inc.;4239;Reached (Ally Condie);Nein;Ally Condie;
1981;Midnight's Children;Salman Rushdie;eng;Intermediate;36220;75502;nonfiction;1474.23;884.538;14.489,00  ;581;Amazon Digital Services,  Inc.;4239;Midnight�s Children (Rushdie);Ja (Film 2012);Salman Rushdie;
2004;The Zombie Survival Guide: Complete Protection from the Living Dead;Max Brooks;eng;Intermediate;31472;82535;genre fiction;154.44;0.0;0.99;585;Amazon Digital Services,  Inc.;4212;The Zombie Survival Guide;Nein;Max Brooks;
1999;The Testament;John Grisham;;Intermediate;30376;80377;nonfiction;778.44;467.064;36.251,00  ;585;Random House LLC;4212;The Testament (Grisham);Nein;John Grisham;
1930;Murder at the Vicarage;Agatha Christie;eng;Excellent;45720;93963;nonfiction;669.24;401.544;47.209,00  ;586;HarperCollins Publishing;4212;Murder at the Vicarage (Christie);Ja (TV-Adaptionen, u.?a. Agatha Christie�s Marple);Agatha Christie;
1998;Among the Hidden ;Margaret Peterson Haddix;eng;Intermediate;35490;94478;genre fiction;2106.45;1263.87;13.59;589;HarperCollins Publishers;4185;Among the Hidden;Nein;Margaret Peterson Haddix;
2007;In Defense of Food: An Eater's Manifesto;Michael Pollan;en-US;Excellent;45842;80434;genre fiction;618.45;0.0;36.220,00  ;589;Amazon Digital Services,  Inc.;4185;In Defense of Food;Nein;Michael Pollan;
1958;The Witch of Blackbird Pond;Elizabeth George Speare;en-US;Intermediate;35490;105770;nonfiction;1230.46;738.276;36.342,00  ;591;Penguin Group (USA) LLC;4158;The Witch of Blackbird Pond;Nein;Elizabeth George Speare;
2015;The Heir;Kiera Cass;eng;Intermediate;31107;111044;genre fiction;614.46;0.0;36.220,00  ;592;Amazon Digital Services,  Inc.;4158;The Heir (Cass);Nein;Kiera Cass;
2002;Shopaholic Ties the Knot;Sophie Kinsella;eng;Intermediate;28185;88139;genre fiction;460.46;0.0;36.192,00  ;594;Amazon Digital Services,  Inc.;4158;Shopaholic Ties the Knot;Nein;Sophie Kinsella;
1859;The Woman in White;Wilkie Collins, Matthew Sweet;eng;Intermediate;35855;93134;genre fiction;768.46;0.0;36.251,00  ;594;Amazon Digital Services,  Inc.;4158;The Woman in White;Ja (mehrere Serien/Filme);Wilkie Collins, Matthew Sweet;
2015;Career of Evil;Robert Galbraith, J.K. Rowling;eng;Excellent;44287;66979;genre fiction;1167.32;700.392;21.367,00  ;595;Penguin Group (USA) LLC;4158;Career of Evil (Galbraith);Ja (TV-Miniserie 2018� );Robert Galbraith, J.K. Rowling;
2009;The Summer I Turned Pretty;Jenny Han;en-US;Intermediate;35125;104730;genre fiction;610.47;0.0;36.220,00  ;596;Amazon Digital Services,  Inc.;4131;The Summer I Turned Pretty;Ja (TV-Serie 2022);Jenny Han;
1998;Four to Score ;Janet Evanovich;en-US;Excellent;42826;106871;genre fiction;151.47;90.882;0.99;597;Amazon Digital Services,  Inc.;4131;Four to Score (Evanovich);Nein;Janet Evanovich;
1996;The Color of Water: A Black Man's Tribute to His White Mother;James McBride;en-US;Excellent;45812;80906;genre fiction;151.47;0.0;0.99;598;Amazon Digital Services,  Inc.;4131;The Color of Water: A Black Man's Tribute to His White Mother;Nein;James McBride;
2009;SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance;Steven D. Levitt, Stephen J. Dubner;en-US;Intermediate;34759;85006;genre fiction;1176.57;705.942;25.385,00  ;600;Penguin Group (USA) LLC;4131;SuperFreakonomics;Nein;Steven D. Levitt, Stephen J. Dubner;
2006;Darkfever;Karen Marie Moning;eng;Excellent;41730;110812;genre fiction;1618.8;971.28;24.016,00  ;601;Penguin Group (USA) LLC;4104;Darkfever;Nein;Karen Marie Moning;
1995;Stone of Tears;Terry Goodkind;en-US;Excellent;45661;83235;genre fiction;1111.12;666.672;11.505,00  ;603;Penguin Group (USA) LLC;4104;Stone of Tears;Nein;Terry Goodkind;
2010;Heart of the Matter;Emily Giffin;en-US;Intermediate;26724;83461;genre fiction;910.48;546.288;36.281,00  ;603;Simon and Schuster Digital Sales Inc;4104;Heart of the Matter;Nein;Emily Giffin;
1847;Vanity Fair: A Novel Without a Hero;William Makepeace Thackeray, John Carey;eng;Intermediate;27820;91323;genre fiction;149.49;0.0;0.99;605;Amazon Digital Services,  Inc.;4077;Vanity Fair;Ja (mehrere Verfilmungen, zuletzt 2004);William Makepeace Thackeray, John Carey;
1959;The Sirens of Titan;Kurt Vonnegut Jr.;en-GB;Excellent;42461;72493;genre fiction;151.0;90.6;1.0;607;Amazon Digital Services,  Inc.;4077;The Sirens of Titan;Nein;Kurt Vonnegut Jr.;
1992;Dolores Claiborne;Stephen King, Dominique Dill;fre;Intermediate;29646;71053;genre fiction;661.38;396.828;13.971,00  ;608;Amazon Digital Services,  Inc.;4077;Dolores Claiborne;Ja (Film 1995);Stephen King, Dominique Dill;
2016;The Nest;Cynthia D'Aprix Sweeney;eng;Novice;16497;79762;nonfiction;1508.49;905.094;36.404,00  ;608;Amazon Digital Services,  Inc.;4077;The Nest;Nein;Cynthia D'Aprix Sweeney;
2001;Fables, Volume 1: Legends in Exile;Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean;eng;Intermediate;36220;101016;genre fiction;1125.0;675.0;45.784,00  ;610;Penguin Group (USA) LLC;4050;Fables, Volume�1 (Legends in Exile);Nein;Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean;
2001;Getting Things Done: How To Achieve Stress-free Productivity;David    Allen;en-GB;Intermediate;35855;75665;genre fiction;598.5;0.0;36.220,00  ;611;Amazon Digital Services,  Inc.;4050;Getting Things Done;Nein;David    Allen;
1993;The Celestine Prophecy;James Redfield;en-US;Intermediate;45811;72675;genre fiction;594.51;356.706;36.220,00  ;615;Penguin Group (USA) LLC;4023;The Celestine Prophecy;Ja (Film 2006);James Redfield;
2012;My Life Next Door ;Huntley Fitzpatrick;eng;Excellent;45692;102012;genre fiction;594.51;356.706;36.220,00  ;615;Simon and Schuster Digital Sales Inc;4023;My Life Next Door;Nein;Huntley Fitzpatrick;
2012;Winter of the World;Ken Follett;eng;Excellent;47209;71971;nonfiction;1488.51;893.106;36.404,00  ;616;HarperCollins Publishing;4023;Winter of the World;Nein;Ken Follett;
2013;è‰²å½©ã‚’æŒãŸãªã„å¤šå´Žã¤ãã‚‹ã¨ã€å½¼ã®å·¡ç¤¼ã®å¹´ [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi];Haruki Murakami, Philip Gabriel;eng;Intermediate;30011;67873;fiction;594.51;0.0;36.220,00  ;616;Amazon Digital Services,  Inc.;4023;???????????????????? (Tazaki Tsukuru);Nein;Haruki Murakami, Philip Gabriel;
1999;Lucky;Alice Sebold;eng;Intermediate;28185;77462;children;1427.42;856.452;21.429,00  ;617;Amazon Digital Services,  Inc.;4023;Lucky;Nein;Alice Sebold;
1927;To The Lighthouse ;Virginia Woolf;eng;Intermediate;27820;83066;genre fiction;1144.04;686.424;26.846,00  ;619;Macmillan;3996;To the Lighthouse;Ja (1983 TV-Film, 2002 Miniserie);Virginia Woolf;
2004;Five Point Someone: What Not to Do at IIT;Chetan Bhagat;en-GB;Novice;15766;67438;genre fiction;146.52;0.0;0.99;620;Amazon Digital Services,  Inc.;3996;Five Point Someone;Nein;Chetan Bhagat;
1993;Guilty Pleasures;Laurell K. Hamilton;eng;Excellent;45692;104252;genre fiction;442.52;0.0;36.192,00  ;622;Amazon Digital Services,  Inc.;3996;Guilty Pleasures;Nein;Laurell K. Hamilton;
2002;The Messenger;Markus Zusak;en-US;Excellent;45904;93119;genre fiction;145.53;87.318;0.99;624;Amazon Digital Services,  Inc.;3969;The Messenger;Nein;Markus Zusak;
1874;Far from the Madding Crowd;Thomas Hardy, Rosemarie Morgan, Shannon Russell;eng;Intermediate;33664;87427;genre fiction;1997.73;1.198.638;13.59;624;HarperCollins Publishers;3969;Far from the Madding Crowd;Ja (mehrere Verfilmungen);Thomas Hardy, Rosemarie Morgan, Shannon Russell;
1987;Equal Rites;Terry Pratchett;eng;Intermediate;4.0;88673;genre fiction;145.53;0.0;0.99;625;Amazon Digital Services,  Inc.;3969;Equal Rites;Nein;Terry Pratchett;
2000;House of Leaves;Mark Z. Danielewski;eng;Excellent;41365;75469;genre fiction;439.53;0.0;36.192,00  ;625;Amazon Digital Services,  Inc.;3969;House of Leaves;Nein;Mark Z. Danielewski;
1993;Cruel & Unusual;Patricia Cornwell;nl;Excellent;45965;83695;genre fiction;439.53;263.718;36.192,00  ;626;Amazon Digital Services,  Inc.;3969;Cruel & Unusual;Nein;Patricia Cornwell;
2013;Sycamore Row;John Grisham;eng;Intermediate;35855;56315;genre fiction;1074.57;644.742;11.505,00  ;627;Penguin Group (USA) LLC;3969;Sycamore Row;Nein;John Grisham;
2011;Awakened;P.C. Cast, Kristin Cast;en-US;Excellent;45692;101234;genre fiction;675.98;405.588;23.102,00  ;628;Hachette Book Group;3942;Awakened (House of Night);Nein;P.C. Cast, Kristin Cast;
1918;My Ãntonia;Willa Cather;eng;Intermediate;27820;81102;genre fiction;582.54;0.0;36.220,00  ;629;Amazon Digital Services,  Inc.;3942;My �ntonia;Ja (Miniserie 1995);Willa Cather;
2006;Life As We Knew It;Susan Beth Pfeffer;eng;Intermediate;32568;94282;nonfiction;1097.92;658.752;19.176,00  ;629;Amazon Digital Services,  Inc.;3942;Life As We Knew It;Nein;Susan Beth Pfeffer;
2004;America (The Book): A Citizen's Guide to Democracy Inaction;Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms;eng;Excellent;45692;74511;nonfiction;1166.54;699.924;36.342,00  ;630;Random House LLC;3942;America (The Book);Nein;Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms;
2004;90 Minutes in Heaven;Don Piper, Cecil Murphey;;Intermediate;33298;67937;genre fiction;1251.22;750.732;21.033,00  ;631;Amazon Digital Services,  Inc.;3942;90 Minutes in Heaven;Ja (Film 2015 TV);Don Piper, Cecil Murphey;
2012;The Longest Ride;Nicholas Sparks;eng;Excellent;41730;71276;genre fiction;144.54;0.0;0.99;631;Amazon Digital Services,  Inc.;3942;The Longest Ride;Ja (Film 2015);Nicholas Sparks;
-300;é“å¾·ç¶“ [dÃ o dÃ© jÄ«ng];Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe;eng;Excellent;11414;39863;genre fiction;665.55;399.33;21.641,00  ;632;Penguin Group (USA) LLC;3915;??? (Tao Te Ching);Nein;Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe;
1979;Kane and Abel;Jeffrey Archer;en-US;Excellent;46478;74052;fiction;723.55;0.0;36.251,00  ;632;Amazon Digital Services,  Inc.;3915;Kane and Abel;Nein;Jeffrey Archer;
2008;Change of Heart;Jodi Picoult;en-US;Intermediate;33298;86471;genre fiction;990.35;594.21;30.468,00  ;634;Simon and Schuster Digital Sales Inc;3915;Change of Heart;Nein;Jodi Picoult;
2003;Dry: A Memoir;Augusten Burroughs;eng;Excellent;45661;70550;children;1448.55;869.13;36.404,00  ;635;Amazon Digital Services,  Inc.;3915;Dry: A Memoir;Nein;Augusten Burroughs;
2001;Sam's Letters To Jennifer;James Patterson;;Excellent;42095;77538;genre fiction;868.55;521.13;36.281,00  ;636;Hachette Book Group;3915;Sam's Letters to Jennifer;Nein;James Patterson;
2015;Grey;E.L. James;en-GB;Intermediate;27820;75320;genre fiction;1134.72;680.832;32.325,00  ;637;Hachette Book Group;3888;Grey;Nein;E.L. James;
1969;Dune Messiah ;Frank Herbert;eng;Intermediate;31472;82580;genre fiction;570.57;0.0;36.220,00  ;641;Amazon Digital Services,  Inc.;3861;Dune Messiah;Teilweise: in �Dune� Serie angedeutet;Frank Herbert;
1945;The Great Divorce;C.S. Lewis;en-US;Excellent;46844;75031;fiction;1428.57;857.142;36.404,00  ;642;Penguin Group (USA) LLC;3861;The Great Divorce;Nein;C.S. Lewis;
2004;Little Earthquakes;Jennifer Weiner;;Intermediate;27820;77592;nonfiction;1072.5;643.5;45.784,00  ;645;Random House LLC;3861;Little Earthquakes;Nein;Jennifer Weiner;
1835;Eventyr og historier;Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter;eng;Excellent;46844;90999;genre fiction;708.58;0.0;36.251,00  ;646;Amazon Digital Services,  Inc.;3834;Eventyr og historier (Kinder- und Hausm�rchen);Nein;Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter;
2009;New Moon: The Complete Illustrated Movie Companion;Mark Cotta Vaz;en-US;Excellent;12510;82399;genre fiction;1560.58;936.348;36.434,00  ;647;Penguin Group (USA) LLC;61560;New Moon: The Complete Illustrated Movie Companion;Begleitbuch zur Twilight-Verfilmung;Mark Cotta Vaz;
2014;Maybe Someday;Colleen Hoover;eng;Excellent;12145;81707;genre fiction;969.86;581.916;30.468,00  ;649;Random House LLC;61128;Maybe Someday;Nein;Colleen Hoover;
1999;Mr Maybe;Jane Green;eng;Novice;15036;78132;genre fiction;562.59;0.0;36.220,00  ;651;Amazon Digital Services,  Inc.;61128;Mr Maybe;Nein;Jane Green;
